BUKU,BAB,PASAL,ISI_PASAL,SUB_KLASIFIKASI
,BAB XXIX,Pasal 479 b,"(1)  Barang siapa karena kealpaannya menyebabkan hancurnya, tidak dapat dipakainya atau rusaknya bangunan untuk pengamanan lalu-lintas udara, atau gagalnya usaha untuk pengamanan bangunan tersebut, dipidana dengan pidana penjara selama-lamanya tiga tahun. Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (2)  Dengan pidana penjara selama-lamanya lima tahun, jika karena perbuatan itu timbul bahaya bagi keam anan lalu lintas udara. (3)  Dengan pidana penjara selama-lamanya tujuh tahun, jika karena perbuatan itu mengakibatkan matinya orang.",pelanggaran lalu lintas
,BAB XXIX,Pasal 479 c,"(1)  Barang siapa dengan sengaja dan melawan hukum menghancurkan, merusak. mengambil atau memindahkan tanda atau alat untuk pengamanan penerbangan, atau menggagalkan bekerjanya tanda atau alat tersebut, atau memasang tanda atau alat yang keliru, dipidana dengan pidana penjara selama-lamanya enam tahun. (2)  Dengan pidana penjara selama-lamanya sembilan tahun, jika karena perbuatan itu timbul bahaya ba gi keamanan penerbangan. (3)  Dengan pidana penjara selama-laman ya dua belas tahun, jika karena perbuatan itu timbul bahaya ba gi keamanan penerbangan dan mengakibatkan celakanya pesawat udara. (4)  Dengan pidana penjara selama-lamanya lima belas tahun, jika karena perbuatan itu timbul bahaya keamanan penerbangan dan mengakibatkan matinya orang.",pengrusakan
,BAB XXIX,Pasal 479d,"Barang siapa karena kealpaan menyebab kan tanda atau alat untuk pengamanan penerbangan hancur, rusak, terambil atau pindah atau menyebabkan tidak dapat bekerja atau menyebabkan terp asangnya tanda atau alat untuk pengamanan penerbangan yang keliru, dipidana: a.  dengan pidana penjara selama-lamanya lima tahun, jika karena perbuatan itu menyebabkan penerbangan tidak aman; b.  dengan pidana penjara selama-lamanya lima tahun, jika karena perbuatan itu mengakibatkan celakanya pesawat udara; c.  dengan pidana penjara selama-lamanya tujuh tahun, jika karena perbuatan itu mengakibatkan matinya orang.",pengrusakan
,BAB XXIX,Pasal 479e,"Barang siapa dengar. sengaja dan melawan hukum, menghancurkan atau membuat tidak dapat dipakainya pesawat udara yang seluruhnya atau sebagian kepunyaan orang lain, dipidana dengan pidana penjara selama-lamanya sembilan tahun.",tidak-diketahui
,BAB XXIX,Pasal 479f,"Barang siapa dengan sengaja dan melawan hukum mencelakakan, menghancurkan, membuat tidak dapat di pakai atau merusak pesawat udara, dipidana: a.  dengan pidana penjara selama-lamanya lima belas tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain; Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  b.  dengan pidana penjara seumur hidup atau pidana penjara untuk selama- lamanya dua puluh tahun, jika karena perbuatan itu mengakibatkan matinya orang.",pengrusakan
,BAB XXIX,Pasal 479g,"Barang siapa karena kealpaannya menyebabkan pesawat udara celaka, hancur, tidak dapat dipakai atau rusak, dipidana: a.  dengan pidana penjara selama-lamanya lima tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain; b.  dengan pidana penjara selama-lamanya tujuh tahun, jika karena perbuatan itu mengakibatkan matinya orang.",pengrusakan
,BAB XXIX,Pasal 479h,"(1)  Barang siapa dengan maksud untuk me nguntungkan diri sendiri atau orang lain dengan melawan hukum, atas kerugian penanggung asuransi menimbulkan kebakaran atau ledakan, kecelakaan, kehancuran, kerusakan atau membuat tidak dapat dipakainya pesawat udara, yang dipertanggungkan terhadap bahaya tersebut di atas atau yang dipertanggungkan muatannya maupun up ah yang akan diterima untuk pengangkutan muatannya, ataupun untuk kepentingan muatan tersebut telah diterima uang tanggungan, dipidana dengan pidana penjara selama- lamanya sembilan tahun. (2)  Apabila yang dimaksud pada ayat (1) pasal ini adalah pesawat udara dalam penerbangan, dipidana dengan pidana penjara selama-lamanya lima belas tahun. (3)  Barang siapa dengan maksud untuk meng untungkan diri sendiri atau orang. lain dengan melawan hukum atas kerugian penanggung asuransi, menyebabkan penumpang pesawat udara yang dipertanggungkan terhadap bahaya. mendapat kecelakaan, dipidana: a.  dengan pidana penjara selama-lamanya sepuluh tahun, jika karena perbuatan itu menyebabkan luka berat; b.  dengan pidana penjara selama-lamanya lima belas tahun, jika karena perbuatan itu mengakibatkan matinya orang.",pengrusakan
,BAB XXIX,Pasal 479i,Barang siapa di dalam pesawat udara dengan perbuatan yang melawan hukum merampas atau mempertahankan peramp asan atau menguasai pesawat udara dalam penerbangan. dipidana dengan pidana penjara selama-lamanya dua belas tahun.,tidak-diketahui
,BAB XXIX,Pasal 479j,"Barang siapa dalam pesawat udara deng an kekerasan atau ancaman kekerasan atau ancaman dalam bentuk lainny a merampas atau mempertahankan perampasan atau menguasai pengendali an pesawat udara dalam penerbangan dipidana dengan pidana penjara selama-lamanya lima belas tahun. Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3   Pasai 479 k  (1)  Dipidana dengan pidana penjara seumur hidup atau pidana penjara selama- lamanya dua puluh tahun, apabila perb uatan dimaksud pasal 479 huruf i dan pasal 479 jitu: a.  dilakukan oleh dua orang atau lebih bersama-sama; b.  sebagai kelanjutan permufakatan jahat; c.  dilakukan dengan direncanakan lebih dahulu; d.  mengakibatkan kerusakan pada pesawat udara tersebut sehingga dapat membahayakan penerbangannya; e.  mengakibatkan luka berat seseorang; f.  dilakukan dengan maksud untuk merampas kemerdekaan atau meneruskan merampas kemerdekaan seseorang. (2)  Jika perbuatan itu mengakibatkan matinya seseorang atau hancurnya pesawat udara itu, dipidana dengan pidana mati atau pidana penjara seumur hidup atau pidana penjara selama-lamanya dua puluh tahun.",kekerasan
,BAB XXIX,Pasal 479l,"Barang siapa dengan sengaja dan melawan hukum melakukan perbuatan kekerasan terhadap seseorang di dala m pesawat udara dalam penerbangan, jika perbuatan itu dapat membahayakan keselamatan pesawat udara tersebut, dipidana dengan pidana penjara selama-lamanya lima belas tahun.",kekerasan
,BAB XXIX,Pasal 479 m,"Barang siapa dengan sengaja dan melawan hukum merusak pesawat udara dalam dinas atau menyebabkan kerusakan atas pesawat udara tersebut yang menyebabkan tidak dapat terbang atau membahayakan keamanan penerbangan, dipidana dengan pidana penjara selama-lamanya lima belas tahun.",pengrusakan
,BAB XXIX,Pasal 479n,"Barang siapa dengan sengaja dan melawan hukum menempatkan atau menyebabkan ditempatkannya di dalam pesawat udara dalam dinas, dengan cara apa pun, alat atau bahan yang dapat menghancurkan pesawat udara atau menyebabkan kerusakan pesawat udara te rsebut yang membuatnya tidak dapat terbang atau menyebabkan kerusakan pesawat udara tersebut yang dapat membahayakan keamanan dalam penerb angan, dipidana dengan pidana penjara selama-lamanya lima belas tahun.",pengrusakan
,BAB XXIX,Pasal 479o,"(1)  Dipidana dengan pidana penjara seumur hidup atau pidana penjara selama- lamanya dua puluh tahun apabila perbuatan dimaksud pasal 479 huruf l, pasal 479 huruf m, dan pa sal 479 huruf n itu: a.  dilakukan oleh dua orang atau lebih bersama-sama; b.  sebagai kelanjutan dari permufakatan jahat; Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  c.  dilakukan dengan direncanakan lebih dahulu; d.  mengakibatkan luka berat bagi seseorang; (2)  Jika perbuatan itu mengakibatkan matinya seseorang atau hancurnya pesawat udara itu, dipidana dengan pidana mati atau pidana penjara seumur hidup atau pidana penjara selamalamanya dua puluh tahun.",pelanggaran perlindungan anak
,BAB XXIX,Pasal 479 p,"Barang siapa memberikan keterangan yang diketahuinya adalah palsu dan karena perbuatan itu membahayakan keamanan pesawat udara dalam penerbangan, dipidana dengan pidana penjara selama-lamanya lima belas tahun.",tidak-diketahui
,BAB XXIX,Pasal 479 q,"Barang siapa di dalam pesawat udara, melakukan perbuatan yang dapat membahayakan keamanan dalam pesawat udara dalam penerbangan, dipidana dengan pidana penjara selama-lamanya lima tahun.",tidak-diketahui
,BAB XXX,Pasal 479 r,"Barang siapa di dalam pesawat udara melakukan perbuatan-perbuatan yang dapat mengganggu ketertiban dan tata -tertib di dalam pesawat udara dalam penerbangan, dipidana penjara selama-lamanya satu tahun.        PENADAHAN PENERBITAN DAN PERCETAKAN",perbuatan tidak menyenangkan
,BAB XXX,Pasal 480,"Diancam dengan pidana penjara paling lama empat tahun atau pidana denda paling banyak sembilan ratus rupiah: 1.  barang siapa membeli, menyewa, menukar, menerima gadai, menerima hadiah, atau untuk menarik keuntungan, menjual, menyewakan, menukarkan, menggadaikan, mengangkut , meyimpan atau menyembunyikan sesuatu benda, yang diketahui atau sepatutnya. harus diduga bahwa diperoleh dari kejahatan penadahan; 2.  barang siapa menarik keuntungan da ri hasil sesuatu benda, yang diketahuinya atau sepatutnya harus diduga bahwa diperoleh dari kejahatan.",tidak-diketahui
,BAB XXX,Pasal 481,"(1)  Barang siapa menjadikan sebagai kebiasaan untuk sengaja membeli, menukar, menerima gadai, menyimpan, atau menyembunyikan barang yang Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  diperoleh dari kejahatan, diancam deng an pidana penjara paling lama tujuh tahun. (2)  Yang bersalah dapat dicabut haknya berdasarkan pasal 35 no. 1 - 4 dan haknya untuk melakukan pencarian da lam mana kejahatan dilakukan.",tidak-diketahui
,BAB XXX,Pasal 482,"Perbuatan sebagaimana dirumuskan dalam pasal 480, diancam karena penadahan ringan dengan pidana penjara paling lama tiga bulan atau pidana denda paling banyak sembilan ratus ru piah, jika kejahatan dari mana benda tersebut diperoleh adalah salah satu kejahatan yang dirumuskan dalam pasal 364, 373, dan 379.",tidak-diketahui
,BAB XXX,Pasal 483,"Barang siapa menerbitkan sesuatu tulisan atau sesuatu gambar yung karena sifatnya dapat diancam dengan pidana, diancam dengan pidana penjnra paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun atau pidana denda paling banyak empat ribu lima ratus rupiah, jika: 1.  si pelaku tidak diketahui namanya dan juga tidak diberitahukan namanya oleh penerbit pada peringatan pertama sesudah penuntutan berjalan terhadapnya; 2.  penerbit sudah mengetahui atau pat,ut menduga hahwa pada waktu tulisan atau gambar itu diterbitkan, si pela ku itu tak dapat dituntut atau akan menetap di luar Indonesia.",tidak-diketahui
,BAB XXX,Pasal 484,"Barang siapa mencetak tulisan atau gambar yang merupakan perbuatan pidana, diancam dengan pidana paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun atau pidana denda paling banyak empat ribu lima ratus rupiah, jika: 1.  orang yang menyuruh mencetak barang tidak diketahui, dan setelah ditentukan penuntutan, pada teguran pertama tidak diberitahukan olehnya; 2  pencetak mengetahui atau seharusnya renduga bahwa orang yang menyuruh mencetak pada saat penerbitan, tidak dapat dituntut atau menetap di luar Indonesia.",tidak-diketahui
,BAB XXXI,Pasal 485,"Jika sifat tulisan atau gamhar merupaka n kejahatan yang hanya dapat dituntut atas pengaduan, maka penerbit atau pencetak dalam kedua pasal di atas hanya dituntut atas pengaduan orang yang terkena kejahatan itu.  ATURAN TENTANG PENGULANGAN KEJAHATAN YANG BERSANGKUTAN DENG AN BERBAGAI-BAGAI BAB",tidak-diketahui
,BAB XXXI,Pasal 486,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  Pidana penjara yang dirumuskan dala m pasal 127, 204 ayat pertama, 244-248, 253-260 bis, 263, 264, 266-268, 274, 362, 363, 365 ayat pertama, kedua dan ketiga, 368 ayat pertama dan kedua sepa njang di situ ditunjuk kepada ayat kedua dan ketiga pasal 365, pasal 369, 372, 375, 378, 380, 381-383, 385-388, 397, 399, 400, 402, 415, 417, 425, 432 ayat penghabi san, 452, 466, 480, dan 481, begitu pun pidana penjara selama waktu tertentu yang diancam menurut pasal 204 ayat kedua, 365 ayat keempat da n 368 ayat kedua, sepanjang di situ ditunjuk kepada ayat keempat pasal 365 , dapat ditambah dengan sepertiga, jika yang bersalah ketika melakukan kejahatan belum lewat lima tahun sejak menjalani untuk seluruhnya atau sebagian dari pidana penjara yang dijatuhkan kepadanya, baik karena salah satu kejahatan yang dirumuskan dalam pasal- pasal itu, maupun karena salah satu kejahatan, yang dimaksud dalam salah satu dari pasal 140-143, 145-149, Kitab Undang-undang Hukum Pidana Tentara, atau sejak pidana tersebut baginya sama sekali telah dihapuskan atau jika pada waktu melakukan kejahatan, kewenangan menjalankan pidana tersebut beluum daluwarsa.",tidak-diketahui
,BAB XXXI,Pasal 487,"Pidana penjara yang ditentukan dalam pasal 131, 140 ayat pertama, 141, 170, 213, 214, 338, 341, 342, 344, 347, 348, 351, 353-355, 438-443, 459, dan 460, begitu pun pidana penjara selama wakt u tertentu yang diancam menurut pasal 104, 130 ayat kedua dan ketiga, pasal 140 ayat kedua dan ketiga, 339, 340 dan 444, dapat ditambah sepertiga, jika yang bersalah ketika melakukan kejahatan belum lewat lima tahun sejak menjalani untuk seluruhnya atau sebagian pidana penjara yang dijatuhkan kepadanya, baik karena salah satu kejahatan yang diterangkan dalam pasal-pasal itu maupun karena salah satu kejahatan yang dimaksudkan dalam pasal 106 ayat ke dua dan ketiga, 107 ayat kedua dan ketiga, 108 ayat kedua,  sejauh kejaha tan yang dilakukan itu atau perbuatan yang menyertainya menyebabkan luka-luka atau kematian, pasal 131 ayat kedua dan ketiga, 137, da n 1`38 KUHP Tentara, atau sejak pidana tersebut baginya sama sekali telah dihapuskan, atau jika pada waktu melakukan kejahatan, kewenangan menjalankan pidana tersebut belum daluwarsa.",tidak-diketahui
,BAB I,Pasal 488,"Pidana yang ditentukan dalam pa sal 134-138, 142-144, 207, 208, 310-311, 483, dan 484, dapat ditambah sepertiga jika yang bersalah ketika melakukan kejahatan belum lewat lima tahun sejak menjalani untuk seluruhnya atau sebagian pidana penjara yang dijat uhkan kepadanya karena salah satu kejahatan yang diterangkan pada pasal itu, atau sejak pidana tersebut baginya sama sekali telah dihapuskan atau ji ka pada waktu melakukan kejahatan, kewenangan menjalankan pidana tersebut belum daluwarsa.  BUKU KETIGA PELANGGARAN   Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  TENTANG PELANGGARAN KEAMANAN UMUM BAGI ORANG ATAU BARANG DAN KESEHATAN",tidak-diketahui
,BAB I,Pasal 489,"(1)  Kenakalan terhadap orang atau barang yang dapat menimbulkan bahaya, kerugian atau kesusahan, diancam dengan pidana denda paling banyak dua ratus dua puluh lima rupiah. (2)  Jika ketika melakukan pelanggaran be lum lewat satu tahun sejak adanya pemidanaan yang menjadi tetap karena pelanggaran yang sama, pidana denda dapat diganti dengan pidana kurungan paling lama tiga hari.",tidak-diketahui
,BAB I,Pasal 490,"Diancam dengan pidana kurungan paling lama enam hari, atau pidana denda paling banyak tiga ratus rupiah: 1.  barang siapa menghasut hewan terhadap orang atau terhadap hewan yang sedang ditunggangi, atau dipasang di muka kereta atau kendaraan, atau sedang memikul muatan: 2.  barang siapa tidak mencegah hewan yang ada di bawah penjagaannya, bilamana hewan itu menyerang orang atau hewan yang lagi ditunggangi atau dipasang di muka kereta atau kend araan, atau sedang memikul muatan: 3.  barang siapa tidak menjaga secukupnya binatang buas yang ada di bawah penjagaannya, supaya tidak menimbulkan kerugian; 4.  barang siapa memelihara binatang buas yang berbahaya tanpa melaporkan kepada polisi atau pejabat lain yang ditunjuk untuk itu, atau tidak menaati peraturan yang diberikan oleh peja bat tersebut tentang hal itu.",pelanggaran lalu lintas
,BAB I,Pasal 491,"Diancam dengan pidana denda paling ba nyak tujuh ratus lima puluh rupiah: 1.  barang siapa diwajibkan menjaga orang gila yang berbahaya bagi dirinya sendiri maupun orang lain, membiarkan orang itu berkeliaran tanpa dijaga; 2.  barang siapa diwajibkan menjaga se orang anak, meninggalkan anak itu tanpa dijaga sehingga oleh karenanya dapat timbul bahaya bagi anak itu atau orang lain.",pelanggaran perlindungan anak
,BAB I,Pasal 492,"(1)  Barang siapa dalam keadaan mabuk di muka umum merintangi lalu lintas, atau mengganggu ketertiban, atau me ngancam keamanan orang lain, atau melakukan sesuatu yang harus dilakukan dengan hati-hati atau dengan mengadakan tindakan penjagaan tertentu lebih dahulu agar jangan membahayakan nyawa atau kesehatan orang lain, diancam dengan pidana kurungan paling lama enam hari, atau pidana denda paling banyak tiga ratus tujuh puluh lima rupiah. (2)  Jika ketika melakukan pelanggaran belum lewat satu tahun sejak adanya pemidanaan yang menjadi tetap karena pelanggaran yang sama, atau Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  karena hal yang dirumuskan dalam pasa l 536, dijatuhkan pidana kurungan paling lama dua minggu.",pelanggaran lalu lintas
